Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount,DateTime,Hour,DayOfWeek,Month,Year,DayOfMonth,Weekend,Time_Category,Peak_Hour,Fare_per_km,Trip_Category,Trip_Efficiency,Rating_Category,Rating_Bin,Route,Same_Location_Trip,Route_Popularity,Payment_Type_Encoded,Passenger_Group,Time_Multiplier,Day_Premium,Is_Weekend,Final_Multiplier
UBER0479,2025-01-22,19:27,IGI Airport,Connaught Place,20.21,Wallet,3,4.5,379.48,2025-01-22 19:27:00,19,Wednesday,January,2025,22,False,Evening,Peak,18.776843146956953,Long,0.9290867465094979,Excellent,Good,IGI Airport to Connaught Place,False,5,2,Small Group,1.35,1.0,0,1.35
UBER0480,2024-09-09,12:49,Indraprastha,Pitampura,2.89,Card,2,3.9,55.14,2024-09-09 12:49:00,12,Monday,September,2024,9,False,Afternoon,Off-Peak,19.079584775086506,Short,6.601932448126818,Average,Average,Indraprastha to Pitampura,False,5,1,Couple,1.0,1.0,0,1.0
UBER0481,2024-05-09,04:37,Vasant Kunj,Janakpuri,4.46,Wallet,3,4.1,75.45,2024-05-09 04:37:00,4,Thursday,May,2024,9,False,Night,Off-Peak,16.917040358744394,Short,3.7930583764000882,Good,Good,Vasant Kunj to Janakpuri,False,4,2,Small Group,1.4,1.0,0,1.4
UBER0482,2024-03-25,06:02,Unknown,Greater Kailash,27.72,Card,2,3.5,491.52,2024-03-25 06:02:00,6,Monday,March,2024,25,False,Morning,Off-Peak,17.73160173160173,Long,0.6396681721357046,Average,Poor,Unknown to Greater Kailash,False,3,1,Couple,1.0,1.0,0,1.0
UBER0483,2025-11-15,04:51,IGI Airport,Dwarka,12.94,Wallet,1,4.2,222.36,2025-11-15 04:51:00,4,Saturday,November,2025,15,True,Night,Off-Peak,17.183925811437405,Medium,1.3279695372053637,Good,Good,IGI Airport to Dwarka,False,11,2,Solo,1.4,1.25,1,1.75
UBER0484,2025-09-14,21:39,Unknown,Karol Bagh,4.31,Cash,4,4.3,79.0,2025-09-14 21:39:00,21,Sunday,September,2025,14,True,Night,Off-Peak,18.329466357308586,Short,4.2527764170089535,Good,Good,Unknown to Karol Bagh,False,4,0,Large Group,1.2,1.25,1,1.5
UBER0485,2024-02-03,18:55,IGI Airport,Karol Bagh,19.75,Cash,1,4.8,392.05,2024-02-03 18:55:00,18,Saturday,February,2024,3,True,Evening,Peak,19.850632911392406,Long,1.0050953372856914,Excellent,Excellent,IGI Airport to Karol Bagh,False,5,0,Solo,1.35,1.25,1,1.6875
UBER0486,2024-09-19,02:16,Okhla,Hauz Khas,24.88,Wallet,2,3.1,338.44,2024-09-19 02:16:00,2,Thursday,September,2024,19,False,Night,Off-Peak,13.602893890675242,Long,0.5467401081461111,Average,Poor,Okhla to Hauz Khas,False,5,2,Couple,1.4,1.0,0,1.4
UBER0487,2024-08-07,00:39,Unknown,Okhla,15.27,Cash,2,4.3,201.52,2024-08-07 00:39:00,0,Wednesday,August,2024,7,False,Night,Off-Peak,13.197118533071382,Long,0.8642513774113545,Good,Good,Unknown to Okhla,False,3,0,Couple,1.4,1.0,0,1.4
UBER0488,2024-07-20,08:02,Greater Kailash,Rohini,11.81,Wallet,4,3.5,155.42,2024-07-20 08:02:00,8,Saturday,July,2024,20,True,Morning,Peak,13.16003386960203,Medium,1.1143127747334487,Average,Poor,Greater Kailash to Rohini,False,9,2,Large Group,1.3,1.25,1,1.625
UBER0489,2024-03-25,05:01,Rohini,Pitampura,28.47,Cash,2,4.9,493.88,2024-03-25 05:01:00,5,Monday,March,2024,25,False,Morning,Off-Peak,17.34738321039691,Long,0.6093215037020341,Excellent,Excellent,Rohini to Pitampura,False,10,0,Couple,1.0,1.0,0,1.0
UBER0490,2024-10-10,00:46,Lajpat Nagar,Gurugram Cyber City,14.03,Wallet,3,3.2,227.75,2024-10-10 00:46:00,0,Thursday,October,2024,10,False,Night,Off-Peak,16.233071988595867,Medium,1.1570258010403327,Average,Poor,Lajpat Nagar to Gurugram Cyber City,False,7,2,Small Group,1.4,1.0,0,1.4
UBER0491,2024-04-26,11:45,Kalkaji,Gurugram Cyber City,19.36,Wallet,1,3.5,362.61,2024-04-26 11:45:00,11,Friday,April,2024,26,False,Morning,Off-Peak,18.72985537190083,Long,0.9674512072262825,Average,Poor,Kalkaji to Gurugram Cyber City,False,4,2,Solo,1.0,1.15,0,1.15
UBER0492,2024-05-11,16:30,Vasant Kunj,Pitampura,12.58,Wallet,3,4.2,249.21,2024-05-11 16:30:00,16,Saturday,May,2024,11,True,Afternoon,Off-Peak,19.810015898251194,Medium,1.5747230443760885,Good,Good,Vasant Kunj to Pitampura,False,7,2,Small Group,1.0,1.25,1,1.25
UBER0493,2025-10-20,18:05,Mayur Vihar,Rohini,15.85,Card,4,3.9,303.42,2025-10-20 18:05:00,18,Monday,October,2025,20,False,Evening,Peak,19.143217665615143,Long,1.207773985212312,Average,Average,Mayur Vihar to Rohini,False,5,1,Large Group,1.35,1.0,0,1.35
UBER0494,2024-04-21,23:53,Connaught Place,Janakpuri,12.92,Card,2,4.3,257.67,2024-04-21 23:53:00,23,Sunday,April,2024,21,True,Night,Off-Peak,19.943498452012385,Medium,1.5436144312703084,Good,Good,Connaught Place to Janakpuri,False,4,1,Couple,1.4,1.25,1,1.75
UBER0495,2024-09-30,08:36,Noida Sector 15,Janakpuri,25.91,Cash,4,4.8,406.94,2024-09-30 08:36:00,8,Monday,September,2024,30,False,Morning,Peak,15.705905055962948,Long,0.6061715575439193,Excellent,Excellent,Noida Sector 15 to Janakpuri,False,4,0,Large Group,1.3,1.0,0,1.3
UBER0496,2025-01-07,10:36,Indraprastha,Dwarka,29.84,Card,4,4.6,388.82,2025-01-07 10:36:00,10,Tuesday,January,2025,7,False,Morning,Off-Peak,13.030160857908847,Long,0.4366675890720123,Excellent,Excellent,Indraprastha to Dwarka,False,6,1,Large Group,1.0,1.0,0,1.0
UBER0497,2024-06-16,10:24,Noida Sector 15,Okhla,19.03,Wallet,4,4.6,235.19,2024-06-16 10:24:00,10,Sunday,June,2024,16,True,Morning,Off-Peak,12.358906988964792,Long,0.6494433520212712,Excellent,Excellent,Noida Sector 15 to Okhla,False,7,2,Large Group,1.0,1.25,1,1.25
UBER0498,2024-09-18,05:43,Indraprastha,Janakpuri,11.14,Card,2,3.3,145.6,2024-09-18 05:43:00,5,Wednesday,September,2024,18,False,Morning,Off-Peak,13.070017953321363,Medium,1.1732511627757058,Average,Poor,Indraprastha to Janakpuri,False,9,1,Couple,1.0,1.0,0,1.0
UBER0499,2025-01-24,13:07,Dwarka,Rajouri Garden,9.82,Card,2,3.6,141.84,2025-01-24 13:07:00,13,Friday,January,2025,24,False,Afternoon,Off-Peak,14.443991853360489,Medium,1.4708749341507625,Average,Average,Dwarka to Rajouri Garden,False,6,1,Couple,1.0,1.15,0,1.15
UBER0500,2024-07-10,18:16,Unknown,Lajpat Nagar,21.92,Card,3,3.9,305.12,2024-07-10 18:16:00,18,Wednesday,July,2024,10,False,Evening,Peak,13.91970802919708,Long,0.6350231765144653,Average,Average,Unknown to Lajpat Nagar,False,5,1,Small Group,1.35,1.0,0,1.35
UBER0501,2025-12-11,16:08,Mayur Vihar,Greater Kailash,9.89,Cash,3,4.0,197.11,2025-12-11 16:08:00,16,Thursday,December,2025,11,False,Afternoon,Off-Peak,19.930232558139537,Medium,2.015190349660216,Good,Average,Mayur Vihar to Greater Kailash,False,4,0,Small Group,1.0,1.0,0,1.0
UBER0502,2025-04-02,13:31,Greater Kailash,Rohini,27.32,Wallet,3,3.1,500.24,2025-04-02 13:31:00,13,Wednesday,April,2025,2,False,Afternoon,Off-Peak,18.3103953147877,Long,0.6702194478326391,Average,Poor,Greater Kailash to Rohini,False,9,2,Small Group,1.0,1.0,0,1.0
UBER0503,2024-06-03,18:05,Hauz Khas,Noida Sector 15,28.69,Wallet,3,4.1,346.92,2024-06-03 18:05:00,18,Monday,June,2024,3,False,Evening,Peak,12.092018124782154,Long,0.4214715275281336,Good,Good,Hauz Khas to Noida Sector 15,False,3,2,Small Group,1.35,1.0,0,1.35
UBER0504,2024-07-06,13:36,Karol Bagh,Rohini,13.97,Wallet,3,4.4,170.61,2024-07-06 13:36:00,13,Saturday,July,2024,6,True,Afternoon,Off-Peak,12.21259842519685,Medium,0.8742017484034967,Good,Good,Karol Bagh to Rohini,False,6,2,Small Group,1.0,1.25,1,1.25
UBER0505,2024-03-16,08:56,IGI Airport,Connaught Place,12.75,Cash,2,4.7,249.21,2024-03-16 08:56:00,8,Saturday,March,2024,16,True,Morning,Peak,19.545882352941177,Medium,1.5330103806228375,Excellent,Excellent,IGI Airport to Connaught Place,False,5,0,Couple,1.3,1.25,1,1.625
UBER0506,2024-08-13,10:01,Lajpat Nagar,Noida Sector 15,1.88,Card,1,3.3,27.58,2024-08-13 10:01:00,10,Tuesday,August,2024,13,False,Morning,Off-Peak,14.670212765957446,Short,7.803304662743323,Average,Poor,Lajpat Nagar to Noida Sector 15,False,8,1,Solo,1.0,1.0,0,1.0
UBER0507,2024-08-15,05:39,Janakpuri,Vasant Kunj,20.18,Card,4,4.0,310.16,2024-08-15 05:39:00,5,Thursday,August,2024,15,False,Morning,Off-Peak,15.369672943508426,Long,0.7616289862987328,Good,Average,Janakpuri to Vasant Kunj,False,7,1,Large Group,1.0,1.0,0,1.0
UBER0508,2024-04-05,19:16,Mayur Vihar,Rohini,7.44,Cash,4,5.0,115.96,2024-04-05 19:16:00,19,Friday,April,2024,5,False,Evening,Peak,15.586021505376342,Medium,2.0948953636258523,Excellent,Excellent,Mayur Vihar to Rohini,False,5,0,Large Group,1.35,1.15,0,1.5525
UBER0509,2025-09-24,18:44,Chandni Chowk,Dwarka,2.79,Wallet,2,4.6,45.41,2025-09-24 18:44:00,18,Wednesday,September,2025,24,False,Evening,Peak,16.275985663082437,Short,5.833686617592272,Excellent,Excellent,Chandni Chowk to Dwarka,False,5,2,Couple,1.35,1.0,0,1.35
UBER0510,2025-04-15,12:09,Okhla,Noida Sector 15,28.56,Wallet,3,5.0,511.05,2025-04-15 12:09:00,12,Tuesday,April,2025,15,False,Afternoon,Off-Peak,17.893907563025213,Long,0.6265373796577456,Excellent,Excellent,Okhla to Noida Sector 15,False,5,2,Small Group,1.0,1.0,0,1.0
UBER0511,2025-01-19,10:13,Janakpuri,Dwarka,21.03,Wallet,3,4.6,293.43,2025-01-19 10:13:00,10,Sunday,January,2025,19,True,Morning,Off-Peak,13.952924393723253,Long,0.6634771466344865,Excellent,Excellent,Janakpuri to Dwarka,False,5,2,Small Group,1.0,1.25,1,1.25
UBER0512,2024-12-19,07:36,Karol Bagh,Pitampura,11.42,Cash,1,3.8,139.67,2024-12-19 07:36:00,7,Thursday,December,2024,19,False,Morning,Peak,12.230297723292468,Medium,1.070954266487957,Average,Average,Karol Bagh to Pitampura,False,7,0,Solo,1.3,1.0,0,1.3
UBER0513,2025-12-01,12:31,IGI Airport,Gurugram Cyber City,9.6,Card,2,3.7,127.33,2025-12-01 12:31:00,12,Monday,December,2025,1,False,Afternoon,Off-Peak,13.263541666666667,Medium,1.3816189236111112,Average,Average,IGI Airport to Gurugram Cyber City,False,8,1,Couple,1.0,1.0,0,1.0
UBER0514,2024-12-22,05:39,Mayur Vihar,IGI Airport,5.73,Card,3,4.6,102.79,2024-12-22 05:39:00,5,Sunday,December,2024,22,True,Morning,Off-Peak,17.93891797556719,Medium,3.1307012173764726,Excellent,Excellent,Mayur Vihar to IGI Airport,False,8,1,Small Group,1.0,1.25,1,1.25
UBER0515,2024-03-04,08:51,Kalkaji,Vasant Kunj,27.67,Wallet,1,3.5,385.9,2024-03-04 08:51:00,8,Monday,March,2024,4,False,Morning,Peak,13.946512468377302,Long,0.5040300855936863,Average,Poor,Kalkaji to Vasant Kunj,False,5,2,Solo,1.3,1.0,0,1.3
UBER0516,2024-11-20,00:39,Kalkaji,Hauz Khas,2.95,Cash,1,4.0,43.47,2024-11-20 00:39:00,0,Wednesday,November,2024,20,False,Night,Off-Peak,14.735593220338982,Short,4.995116345877621,Good,Average,Kalkaji to Hauz Khas,False,7,0,Solo,1.4,1.0,0,1.4
UBER0517,2024-03-24,08:24,Saket,Rohini,18.27,Cash,2,3.4,352.68,2024-03-24 08:24:00,8,Sunday,March,2024,24,True,Morning,Peak,19.30377668308703,Long,1.0565832886199797,Average,Poor,Saket to Rohini,False,6,0,Couple,1.3,1.25,1,1.625
UBER0518,2025-01-24,02:24,Mayur Vihar,Kalkaji,21.69,Card,2,3.8,360.22,2025-01-24 02:24:00,2,Friday,January,2025,24,False,Night,Off-Peak,16.60765329644998,Long,0.7656824940733046,Average,Average,Mayur Vihar to Kalkaji,False,5,1,Couple,1.4,1.15,0,1.6099999999999999
UBER0519,2025-03-01,20:57,Mayur Vihar,Kalkaji,17.55,Cash,4,4.6,302.43,2025-03-01 20:57:00,20,Saturday,March,2025,1,True,Evening,Off-Peak,17.23247863247863,Long,0.9819076143862467,Excellent,Excellent,Mayur Vihar to Kalkaji,False,5,0,Large Group,1.2,1.25,1,1.5
UBER0520,2025-01-19,22:07,Vasant Kunj,Noida Sector 15,19.52,Cash,3,3.2,349.15,2025-01-19 22:07:00,22,Sunday,January,2025,19,True,Night,Off-Peak,17.886782786885245,Long,0.9163310853937113,Average,Poor,Vasant Kunj to Noida Sector 15,False,5,0,Small Group,1.4,1.25,1,1.75
UBER0521,2025-04-11,15:38,Vasant Kunj,Kalkaji,3.89,Wallet,2,4.3,48.77,2025-04-11 15:38:00,15,Friday,April,2025,11,False,Afternoon,Off-Peak,12.537275064267353,Short,3.222949887986466,Good,Good,Vasant Kunj to Kalkaji,False,7,2,Couple,1.0,1.15,0,1.15
UBER0522,2025-03-13,12:05,Unknown,Hauz Khas,24.21,Card,2,3.3,380.94,2025-03-13 12:05:00,12,Thursday,March,2025,13,False,Afternoon,Off-Peak,15.734820322180916,Long,0.6499306204948746,Average,Poor,Unknown to Hauz Khas,False,1,1,Couple,1.0,1.0,0,1.0
UBER0523,2025-01-10,14:34,Unknown,Lajpat Nagar,1.22,Cash,1,3.8,15.28,2025-01-10 14:34:00,14,Friday,January,2025,10,False,Afternoon,Off-Peak,12.524590163934427,Short,10.266057511421662,Average,Average,Unknown to Lajpat Nagar,False,5,0,Solo,1.0,1.15,0,1.15
UBER0524,2024-07-01,23:36,Rohini,Rajouri Garden,26.16,Cash,4,3.3,346.78,2024-07-01 23:36:00,23,Monday,July,2024,1,False,Night,Off-Peak,13.256116207951068,Long,0.5067322709461417,Average,Poor,Rohini to Rajouri Garden,False,6,0,Large Group,1.4,1.0,0,1.4
UBER0525,2025-11-01,15:32,Saket,Indraprastha,11.09,Cash,3,4.0,164.96,2025-11-01 15:32:00,15,Saturday,November,2025,1,True,Afternoon,Off-Peak,14.874661857529306,Medium,1.3412679763326696,Good,Average,Saket to Indraprastha,False,6,0,Small Group,1.0,1.25,1,1.25
UBER0526,2024-01-27,13:34,Mayur Vihar,Hauz Khas,4.35,Cash,4,3.5,56.69,2024-01-27 13:34:00,13,Saturday,January,2024,27,True,Afternoon,Off-Peak,13.032183908045978,Short,2.9959043466772366,Average,Poor,Mayur Vihar to Hauz Khas,False,7,0,Large Group,1.0,1.25,1,1.25
UBER0527,2024-02-26,07:35,Mayur Vihar,Saket,8.79,Wallet,1,4.7,161.46,2024-02-26 07:35:00,7,Monday,February,2024,26,False,Morning,Peak,18.368600682593858,Medium,2.0897156635487897,Excellent,Excellent,Mayur Vihar to Saket,False,9,2,Solo,1.3,1.0,0,1.3
UBER0528,2024-03-23,14:04,Greater Kailash,Rajouri Garden,6.09,Cash,4,4.7,91.97,2024-03-23 14:04:00,14,Saturday,March,2024,23,True,Afternoon,Off-Peak,15.101806239737275,Medium,2.4797711395299302,Excellent,Excellent,Greater Kailash to Rajouri Garden,False,6,0,Large Group,1.0,1.25,1,1.25
UBER0529,2024-07-12,20:36,Vasant Kunj,Janakpuri,9.31,Cash,4,3.7,167.53,2024-07-12 20:36:00,20,Friday,July,2024,12,False,Evening,Off-Peak,17.994629430719655,Medium,1.9328280806358382,Average,Average,Vasant Kunj to Janakpuri,False,4,0,Large Group,1.2,1.15,0,1.38
UBER0530,2024-01-04,13:38,Rajouri Garden,Lajpat Nagar,26.88,Cash,2,4.4,440.42,2024-01-04 13:38:00,13,Thursday,January,2024,4,False,Afternoon,Off-Peak,16.38467261904762,Long,0.609548832553855,Good,Good,Rajouri Garden to Lajpat Nagar,False,8,0,Couple,1.0,1.0,0,1.0
UBER0531,2025-07-15,18:45,Pitampura,Noida Sector 15,13.41,Cash,2,4.3,179.97,2025-07-15 18:45:00,18,Tuesday,July,2025,15,False,Evening,Peak,13.420581655480984,Medium,1.0007890869113336,Good,Good,Pitampura to Noida Sector 15,False,7,0,Couple,1.35,1.0,0,1.35
UBER0532,2025-11-15,13:59,Vasant Kunj,Rajouri Garden,6.3,Cash,4,3.3,101.48,2025-11-15 13:59:00,13,Saturday,November,2025,15,True,Afternoon,Off-Peak,16.107936507936508,Medium,2.556815318720081,Average,Poor,Vasant Kunj to Rajouri Garden,False,6,0,Large Group,1.0,1.25,1,1.25
UBER0533,2025-08-21,04:29,Janakpuri,Mayur Vihar,17.81,Card,3,4.4,243.05,2025-08-21 04:29:00,4,Thursday,August,2025,21,False,Night,Off-Peak,13.646827624929816,Long,0.7662452344149252,Good,Good,Janakpuri to Mayur Vihar,False,4,1,Small Group,1.4,1.0,0,1.4
UBER0534,2024-05-31,00:49,Karol Bagh,Rajouri Garden,15.57,Wallet,3,3.8,209.96,2024-05-31 00:49:00,0,Friday,May,2024,31,False,Night,Off-Peak,13.484906872190109,Long,0.8660826507508098,Average,Average,Karol Bagh to Rajouri Garden,False,8,2,Small Group,1.4,1.15,0,1.6099999999999999
UBER0535,2024-07-05,12:01,Gurugram Cyber City,Pitampura,3.72,Cash,3,4.6,63.55,2024-07-05 12:01:00,12,Friday,July,2024,5,False,Afternoon,Off-Peak,17.083333333333332,Short,4.592293906810036,Excellent,Excellent,Gurugram Cyber City to Pitampura,False,6,0,Small Group,1.0,1.15,0,1.15
UBER0536,2024-11-13,11:59,Karol Bagh,Rohini,13.86,Card,3,4.3,196.21,2024-11-13 11:59:00,11,Wednesday,November,2024,13,False,Morning,Off-Peak,14.156565656565657,Medium,1.0213972335184458,Good,Good,Karol Bagh to Rohini,False,6,1,Small Group,1.0,1.0,0,1.0
UBER0537,2025-09-20,16:26,Karol Bagh,Connaught Place,13.12,Card,3,4.6,251.54,2025-09-20 16:26:00,16,Saturday,September,2025,20,True,Afternoon,Off-Peak,19.172256097560975,Medium,1.46130000743605,Excellent,Excellent,Karol Bagh to Connaught Place,False,5,1,Small Group,1.0,1.25,1,1.25
UBER0538,2025-09-09,22:47,Janakpuri,Saket,21.76,Wallet,4,4.1,249.21,2025-09-09 22:47:00,22,Tuesday,September,2025,9,False,Night,Off-Peak,11.452665441176471,Long,0.526317345642301,Good,Good,Janakpuri to Saket,False,3,2,Large Group,1.4,1.0,0,1.4
UBER0539,2024-04-01,10:54,Connaught Place,Greater Kailash,24.11,Card,2,4.8,386.8,2024-04-01 10:54:00,10,Monday,April,2024,1,False,Morning,Off-Peak,16.04313562836997,Long,0.6654141695715459,Excellent,Excellent,Connaught Place to Greater Kailash,False,3,1,Couple,1.0,1.0,0,1.0
UBER0540,2024-05-02,17:28,Hauz Khas,Connaught Place,29.07,Card,3,4.1,456.74,2024-05-02 17:28:00,17,Thursday,May,2024,2,False,Evening,Peak,15.71173030615755,Long,0.5404791986982301,Good,Good,Hauz Khas to Connaught Place,False,2,1,Small Group,1.35,1.0,0,1.35
UBER0541,2025-06-12,09:00,Vasant Kunj,Okhla,23.33,Wallet,1,3.8,395.83,2025-06-12 09:00:00,9,Thursday,June,2025,12,False,Morning,Peak,16.966566652378912,Long,0.7272424625966101,Average,Average,Vasant Kunj to Okhla,False,6,2,Solo,1.3,1.0,0,1.3
UBER0542,2025-12-17,11:56,Saket,Indraprastha,15.35,Card,2,4.0,241.45,2025-12-17 11:56:00,11,Wednesday,December,2025,17,False,Morning,Off-Peak,15.729641693811075,Long,1.0247323579030017,Good,Average,Saket to Indraprastha,False,6,1,Couple,1.0,1.0,0,1.0
UBER0543,2024-09-11,16:46,IGI Airport,Mayur Vihar,5.93,Wallet,2,4.1,71.59,2024-09-11 16:46:00,16,Wednesday,September,2024,11,False,Afternoon,Off-Peak,12.072512647554808,Medium,2.0358368714257686,Good,Good,IGI Airport to Mayur Vihar,False,3,2,Couple,1.0,1.0,0,1.0
UBER0544,2024-01-11,16:26,Gurugram Cyber City,Rajouri Garden,17.62,Card,2,4.2,249.21,2024-01-11 16:26:00,16,Thursday,January,2024,11,False,Afternoon,Off-Peak,14.143586833144154,Long,0.802700728328272,Good,Good,Gurugram Cyber City to Rajouri Garden,False,6,1,Couple,1.0,1.0,0,1.0
UBER0545,2024-05-24,03:20,Mayur Vihar,Pitampura,23.12,Wallet,4,3.1,324.39,2024-05-24 03:20:00,3,Friday,May,2024,24,False,Night,Off-Peak,14.030709342560552,Long,0.6068645909412004,Average,Poor,Mayur Vihar to Pitampura,False,8,2,Large Group,1.4,1.15,0,1.6099999999999999
UBER0546,2024-02-19,12:01,Saket,Greater Kailash,28.54,Cash,3,4.4,396.24,2024-02-19 12:01:00,12,Monday,February,2024,19,False,Afternoon,Off-Peak,13.883672039243168,Long,0.4864636313680157,Good,Good,Saket to Greater Kailash,False,2,0,Small Group,1.0,1.0,0,1.0
UBER0547,2024-11-17,00:58,Connaught Place,Noida Sector 15,24.86,Card,1,3.1,421.67,2024-11-17 00:58:00,0,Sunday,November,2024,17,True,Night,Off-Peak,16.96178600160901,Long,0.6822922768145218,Average,Poor,Connaught Place to Noida Sector 15,False,6,1,Solo,1.4,1.25,1,1.75
UBER0548,2024-03-30,14:16,Unknown,Saket,24.63,Card,4,4.7,366.83,2024-03-30 14:16:00,14,Saturday,March,2024,30,True,Afternoon,Off-Peak,14.893625659764515,Long,0.6046945050655508,Excellent,Excellent,Unknown to Saket,False,3,1,Large Group,1.0,1.25,1,1.25
UBER0549,2024-10-12,05:43,Lajpat Nagar,Kalkaji,11.23,Cash,1,3.3,138.37,2024-10-12 05:43:00,5,Saturday,October,2024,12,True,Morning,Off-Peak,12.32146037399822,Medium,1.097191484772771,Average,Poor,Lajpat Nagar to Kalkaji,False,6,0,Solo,1.0,1.25,1,1.25
UBER0550,2024-12-24,06:38,Noida Sector 15,IGI Airport,22.84,Card,1,4.9,249.21,2024-12-24 06:38:00,6,Tuesday,December,2024,24,False,Morning,Off-Peak,10.911120840630474,Long,0.4777198266475689,Excellent,Excellent,Noida Sector 15 to IGI Airport,False,7,1,Solo,1.0,1.0,0,1.0
UBER0551,2025-11-27,22:48,Connaught Place,Greater Kailash,20.98,Wallet,1,3.6,368.1,2025-11-27 22:48:00,22,Thursday,November,2025,27,False,Night,Off-Peak,17.545281220209723,Long,0.8362860448145721,Average,Average,Connaught Place to Greater Kailash,False,3,2,Solo,1.4,1.0,0,1.4
UBER0552,2024-05-04,18:13,Mayur Vihar,Kalkaji,7.21,Cash,3,4.5,92.4,2024-05-04 18:13:00,18,Saturday,May,2024,4,True,Evening,Peak,12.815533980582526,Medium,1.7774665715093656,Excellent,Good,Mayur Vihar to Kalkaji,False,5,0,Small Group,1.35,1.25,1,1.6875
UBER0553,2024-10-18,12:34,Okhla,Chandni Chowk,17.23,Cash,3,4.9,223.69,2024-10-18 12:34:00,12,Friday,October,2024,18,False,Afternoon,Off-Peak,12.982588508415553,Long,0.753487435195331,Excellent,Excellent,Okhla to Chandni Chowk,False,4,0,Small Group,1.0,1.15,0,1.15
UBER0554,2025-02-12,20:54,Vasant Kunj,Gurugram Cyber City,7.25,Wallet,2,3.4,110.23,2025-02-12 20:54:00,20,Wednesday,February,2025,12,False,Evening,Off-Peak,15.204137931034483,Medium,2.0971224732461353,Average,Poor,Vasant Kunj to Gurugram Cyber City,False,2,2,Couple,1.2,1.0,0,1.2
UBER0555,2024-08-14,13:00,Lajpat Nagar,Noida Sector 15,26.3,Wallet,2,4.8,399.16,2024-08-14 13:00:00,13,Wednesday,August,2024,14,False,Afternoon,Off-Peak,15.177186311787073,Long,0.5770793274443754,Excellent,Excellent,Lajpat Nagar to Noida Sector 15,False,8,2,Couple,1.0,1.0,0,1.0
UBER0556,2025-01-21,05:10,Saket,IGI Airport,3.86,Cash,3,3.7,50.75,2025-01-21 05:10:00,5,Tuesday,January,2025,21,False,Morning,Off-Peak,13.147668393782384,Short,3.4061317082337785,Average,Average,Saket to IGI Airport,False,3,0,Small Group,1.0,1.0,0,1.0
UBER0557,2024-04-18,00:59,Gurugram Cyber City,Lajpat Nagar,14.73,Wallet,1,3.9,202.9,2024-04-18 00:59:00,0,Thursday,April,2024,18,False,Night,Off-Peak,13.774609640190087,Medium,0.9351398262179286,Average,Average,Gurugram Cyber City to Lajpat Nagar,False,5,2,Solo,1.4,1.0,0,1.4
UBER0558,2024-02-04,02:58,Gurugram Cyber City,Rohini,23.65,Wallet,2,3.7,422.51,2024-02-04 02:58:00,2,Sunday,February,2024,4,True,Night,Off-Peak,17.865116279069767,Long,0.7553960371699691,Average,Average,Gurugram Cyber City to Rohini,False,7,2,Couple,1.4,1.25,1,1.75
UBER0559,2025-07-06,15:58,Connaught Place,Rohini,19.62,Cash,2,3.4,369.98,2025-07-06 15:58:00,15,Sunday,July,2025,6,True,Afternoon,Off-Peak,18.85728848114169,Long,0.9611258145332156,Average,Poor,Connaught Place to Rohini,False,4,0,Couple,1.0,1.25,1,1.25
UBER0560,2025-09-03,20:53,Indraprastha,Greater Kailash,26.77,Card,3,4.9,413.57,2025-09-03 20:53:00,20,Wednesday,September,2025,3,False,Evening,Off-Peak,15.449010085917072,Long,0.5771016094851353,Excellent,Excellent,Indraprastha to Greater Kailash,False,2,1,Small Group,1.2,1.0,0,1.2
UBER0561,2024-09-07,21:40,Noida Sector 15,Chandni Chowk,2.16,Wallet,3,5.0,31.25,2024-09-07 21:40:00,21,Saturday,September,2024,7,True,Night,Off-Peak,14.467592592592592,Short,6.697959533607681,Excellent,Excellent,Noida Sector 15 to Chandni Chowk,False,4,2,Small Group,1.2,1.25,1,1.5
UBER0562,2024-11-01,08:33,Rajouri Garden,Gurugram Cyber City,19.53,Card,3,4.0,299.81,2024-11-01 08:33:00,8,Friday,November,2024,1,False,Morning,Peak,15.351254480286737,Long,0.7860345356009594,Good,Average,Rajouri Garden to Gurugram Cyber City,False,4,1,Small Group,1.3,1.15,0,1.4949999999999999
UBER0563,2024-12-12,16:56,Chandni Chowk,IGI Airport,11.77,Cash,2,3.4,146.19,2024-12-12 16:56:00,16,Thursday,December,2024,12,False,Afternoon,Off-Peak,12.420560747663552,Medium,1.055272790795544,Average,Poor,Chandni Chowk to IGI Airport,False,3,0,Couple,1.0,1.0,0,1.0
UBER0564,2024-11-08,08:56,Chandni Chowk,Noida Sector 15,10.29,Card,1,5.0,163.82,2024-11-08 08:56:00,8,Friday,November,2024,8,False,Morning,Peak,15.920310981535472,Medium,1.5471633606934376,Excellent,Excellent,Chandni Chowk to Noida Sector 15,False,7,1,Solo,1.3,1.15,0,1.4949999999999999
UBER0565,2025-11-28,07:14,Janakpuri,Connaught Place,23.73,Card,2,3.4,376.32,2025-11-28 07:14:00,7,Friday,November,2025,28,False,Morning,Peak,15.858407079646017,Long,0.6682851698123058,Average,Poor,Janakpuri to Connaught Place,False,9,1,Couple,1.3,1.15,0,1.4949999999999999
