Trip_ID,Date,Time,Pickup_Location,Drop_Location,Distance_km,Payment_Type,Passenger_Count,Driver_Rating,Fare_Amount
UBER0278,2025-01-01,23:45,Saket,Indraprastha,6.51,Cash,2,3.6,119.31
UBER0279,2025-07-15,21:56,Noida Sector 15,Janakpuri,3.26,Wallet,3,3.4,64.14
UBER0280,2024-06-14,13:35,Karol Bagh,Pitampura,27.29,Cash,3,4.8,369.39
UBER0281,2025-03-20,13:31,Lajpat Nagar,Pitampura,8.9,Card,3,3.1,122.75
UBER0282,2024-11-19,07:55,Indraprastha,IGI Airport,9.17,Wallet,2,3.1,138.75
UBER0283,2024-03-25,13:31,Saket,Kalkaji,8.47,Cash,1,3.9,135.89
UBER0284,2024-07-17,17:22,Okhla,IGI Airport,1.44,Wallet,1,3.9,17.83
UBER0285,2024-02-01,10:37,Vasant Kunj,Hauz Khas,17.42,Card,3,3.2,270.61
UBER0286,2024-07-08,10:27,Noida Sector 15,IGI Airport,4.7,Cash,4,4.8,86.1
UBER0287,2025-10-11,03:37,Janakpuri,Rajouri Garden,17.93,Cash,1,4.8,280.72
UBER0288,2025-09-03,09:42,Vasant Kunj,IGI Airport,16.19,Cash,1,4.3,212.35
UBER0289,2025-11-29,17:09,Rajouri Garden,Saket,9.31,Cash,2,4.4,182.19
UBER0290,2025-03-26,15:54,Okhla,Saket,24.13,Card,2,4.1,427.53
UBER0291,2024-11-18,15:47,Chandni Chowk,Karol Bagh,7.57,Wallet,2,4.1,121.69
UBER0292,2025-05-31,04:35,Gurugram Cyber City,Rohini,18.47,Cash,1,3.9,
UBER0293,2025-05-27,22:24,Connaught Place,Rohini,15.8,Wallet,2,4.2,210.41
UBER0294,2025-03-29,13:32,Hauz Khas,Saket,18.79,Card,3,3.3,349.14
UBER0295,2025-06-10,23:50,Kalkaji,Okhla,18.48,Card,4,4.2,298.9
UBER0296,2024-06-21,06:53,Vasant Kunj,Vasant Kunj,8.0,Cash,2,3.6,116.81
UBER0297,2025-07-01,00:01,Rohini,Saket,16.1,Card,3,3.2,217.76
UBER0298,2024-06-09,22:23,Lajpat Nagar,Connaught Place,11.35,Wallet,2,3.2,
UBER0299,2025-12-22,07:35,Karol Bagh,Okhla,19.06,Card,2,3.6,245.92
UBER0300,2025-04-04,12:23,Hauz Khas,Rohini,27.92,Cash,1,4.8,409.31
UBER0301,2024-08-19,05:21,Noida Sector 15,Gurugram Cyber City,26.85,Wallet,1,3.3,527.77
UBER0302,2024-01-14,01:02,Karol Bagh,Saket,12.55,Cash,2,3.4,212.04
UBER0303,2025-04-06,22:17,Rajouri Garden,Karol Bagh,22.93,Cash,3,3.3,391.53
UBER0304,2025-07-14,00:20,Rajouri Garden,Gurugram Cyber City,10.88,Card,2,3.3,163.48
UBER0305,2024-09-05,23:52,Hauz Khas,Gurugram Cyber City,19.84,Card,1,4.2,292.46
UBER0306,2024-06-21,04:44,Noida Sector 15,Hauz Khas,11.16,Wallet,4,3.2,
UBER0307,2025-11-07,12:25,Hauz Khas,IGI Airport,14.82,Cash,3,3.6,286.0
UBER0308,2025-07-02,13:47,Hauz Khas,Vasant Kunj,10.85,Cash,4,4.3,174.91
UBER0309,2025-11-24,18:45,Kalkaji,Pitampura,9.01,Cash,1,4.8,155.35
UBER0310,2024-07-24,06:08,Janakpuri,Okhla,22.34,Wallet,2,3.3,283.0
UBER0311,2025-07-22,08:24,Vasant Kunj,IGI Airport,20.66,Cadr,2,3.1,262.66
UBER0312,2024-06-04,18:48,Pitampura,Saket,1.39,Wallet,4,3.0,21.81
UBER0313,2025-01-31,04:30,Dwarka,Pitampura,4.06,Cash,2,4.3,73.34
UBER0314,2025-07-25,15:18,Chandni Chowk,Vasant Kunj,29.81,Card,3,5.0,557.18
UBER0315,2024-06-03,08:14,Greater Kailash,Connaught Place,12.96,Card,4,3.3,
UBER0316,2024-05-21,17:10,Gurugram Cyber City,IGI Airport,10.01,Card,1,4.9,139.45
UBER0317,2025-12-13,23:56,IGI Airport,Chandni Chowk,19.49,Card,3,4.0,306.48
UBER0318,2025-12-22,09:33,Hauz Khas,Hauz Khas,15.18,Wallet,3,4.4,281.44
UBER0319,2025-02-06,11:58,Connaught Place,IGI Airport,8.37,Wallet,2,4.0,143.46
UBER0320,2024-07-02,16:25,Karol Bagh,Mayur Vihar,24.43,Wallet,4,4.5,393.0
UBER0321,2025-05-23,21:24,Saket,Janakpuri,27.13,Card,2,3.5,329.02
UBER0322,2025-12-17,17:23,Gurugram Cyber City,Pitampura,10.17,Card,2,3.8,170.12
UBER0323,2024-08-04,07:20,Connaught Place,Kalkaji,29.37,Card,1,3.0,436.22
UBER0324,2024-12-25,19:23,Connaught Place,Karol Bagh,16.42,Cash,3,3.4,321.55
UBER0325,2024-07-21,18:02,Kalkaji,Rohini,11.0,Card,3,3.5,139.84
UBER0326,2025-12-09,00:29,Indraprastha,Gurugram Cyber City,8.59,Wallet,4,4.1,160.29
UBER0327,2025-02-25,18:01,Connaught Place,Chandni Chowk,6.29,Cash,1,3.7,87.76
UBER0328,2024-08-17,07:36,IGI Airport,Vasant Kunj,29.01,Card,2,4.5,465.96
UBER0329,2024-10-27,21:45,IGI Airport,Pitampura,14.62,Cash,3,3.8,261.94
UBER0330,2025-08-29,05:43,Noida Sector 15,Saket,22.67,Cash,3,3.4,351.79
UBER0331,2025-04-18,07:32,Mayur Vihar,Saket,16.61,Card,3,3.8,230.12
UBER0332,2025-08-12,16:11,Vasant Kunj,Rohini,2.05,Wallet,2,4.1,37.06
UBER0333,2024-04-08,14:50,Pitampura,Pitampura,22.52,Cash,1,4.7,348.39
UBER0334,2025-02-01,23:21,Lajpat Nagar,Rajouri Garden,2.89,Card,3,4.0,36.13
UBER0335,2024-07-21,06:43,Gurugram Cyber City,Lajpat Nagar,13.1,Card,1,3.9,192.62
UBER0336,2024-03-27,13:54,Hauz Khas,Mayur Vihar,14.05,Cash,4,4.9,270.65
UBER0337,2025-05-12,05:25,Noida Sector 15,Noida Sector 15,10.46,Wallet,3,4.1,185.17
UBER0338,2025-09-29,15:21,Rajouri Garden,Kalkaji,23.77,Cash,1,3.7,363.62
UBER0339,2024-08-22,11:59,Janakpuri,Indraprastha,11.79,Card,4,3.9,235.15
UBER0340,2025-06-22,15:50,Gurugram Cyber City,Rajouri Garden,9.29,Wallet,1,4.7,149.71
UBER0341,2025-08-21,06:01,IGI Airport,Saket,20.94,Cash,1,4.7,252.14
UBER0342,2025-02-26,11:03,Rohini,Mayur Vihar,24.95,Wallet,4,4.6,393.28
UBER0343,2024-05-09,19:17,Gurugram Cyber City,Indraprastha,6.58,Wallet,2,4.6,89.63
UBER0344,2024-10-08,05:25,Gurugram Cyber City,Pitampura,14.77,Cash,3,4.2,223.45
UBER0345,2025-04-01,01:20,Rajouri Garden,Greater Kailash,24.23,Cash,2,3.7,457.55
UBER0346,2024-04-18,03:19,Lajpat Nagar,Dwarka,26.07,Cash,4,3.5,515.57
UBER0347,2025-12-30,20:29,Gurugram Cyber City,Indraprastha,27.49,Wallet,2,3.8,497.03
UBER0348,2024-05-16,00:19,Greater Kailash,Chandni Chowk,5.54,Wallet,4,,94.08
UBER0349,2025-05-13,06:28,Saket,Saket,25.61,Cash,3,3.2,501.9
UBER0350,2024-01-11,06:41,Janakpuri,Pitampura,7.42,Wallet,2,4.2,97.9
UBER0351,2025-12-25,14:11,Pitampura,Noida Sector 15,8.98,Wallet,3,4.4,152.29
UBER0352,2025-03-15,14:23,Greater Kailash,Mayur Vihar,4.7,Wallet,3,3.5,60.04
UBER0353,2025-05-02,20:34,Gurugram Cyber City,Connaught Place,11.62,Cash,3,3.4,160.76
UBER0354,2024-02-21,00:38,Mayur Vihar,Noida Sector 15,24.65,Card,1,4.6,443.43
UBER0355,2025-09-04,10:36,Rajouri Garden,IGI Airport,21.67,Wallet,4,4.4,369.74
UBER0356,2025-07-21,19:31,Chandni Chowk,Vasant Kunj,12.4,Wallet,1,4.8,220.21
UBER0357,2024-01-03,05:48,IGI Airport,Indraprastha,5.07,Cash,2,3.3,78.12
UBER0358,2025-02-20,11:02,Vasant Kunj,Chandni Chowk,21.6,Wallet,2,4.3,270.46
UBER0359,2025-05-23,10:40,Rohini,Dwarka,1.16,Cash,4,4.8,18.85
UBER0360,2024-02-04,01:03,Saket,Gurugram Cyber City,19.84,Cash,2,3.1,350.27
UBER0361,2025-07-09,16:47,,Saket,2.37,Wallet,4,3.5,40.48
UBER0362,2025-07-01,13:20,Rohini,Rajouri Garden,28.96,Card,3,3.7,378.29
UBER0363,2024-11-26,15:08,IGI Airport,Karol Bagh,23.16,Wallet,1,4.3,379.45
UBER0364,2025-10-31,01:30,Dwarka,Saket,5.59,Card,3,3.7,98.4
UBER0365,2025-04-16,02:08,Noida Sector 15,Indraprastha,15.27,Cash,4,3.9,267.4
UBER0366,2025-01-12,13:06,Greater Kailash,Dwarka,25.95,Card,4,4.4,424.3
UBER0367,2024-08-18,16:59,Janakpuri,Vasant Kunj,6.38,Wallet,1,3.3,
UBER0368,2025-02-05,07:33,Okhla,Gurugram Cyber City,200,Cash,4,3.9,9999.0
UBER0369,2024-06-17,11:54,IGI Airport,Greater Kailash,16.93,Cash,4,3.9,335.21
UBER0370,2024-07-17,00:00,Vasant Kunj,Rajouri Garden,14.75,Card,1,4.6,206.82
UBER0371,2024-08-17,10:38,Hauz Khas,Noida Sector 15,22.66,Cash,2,4.8,442.41
UBER0372,2025-06-16,07:20,Vasant Kunj,Pitampura,8.13,Wallet,2,4.6,150.95
UBER0373,2025-12-10,17:53,Indraprastha,Okhla,18.62,Cash,2,4.3,367.7
UBER0374,2025-05-19,18:00,Karol Bagh,Okhla,22.33,Card,3,3.6,342.1
UBER0375,2025-07-26,15:11,Vasant Kunj,Vasant Kunj,9.15,Card,4,4.9,150.93
UBER0376,2025-10-04,12:53,,Okhla,6.7,Cahs,2,4.1,119.3
UBER0377,2025-07-06,20:07,Okhla,IGI Airport,14.09,Cash,4,4.8,191.37
UBER0378,2024-06-11,02:11,Noida Sector 15,Dwarka,7.82,Card,4,3.0,129.77
UBER0379,2025-02-23,13:26,Karol Bagh,Connaught Place,24.5,Wallet,4,4.9,453.18
UBER0380,2025-08-14,16:54,Noida Sector 15,Saket,18.36,Cash,1,3.9,348.56
UBER0381,2024-02-29,07:56,Dwarka,IGI Airport,26.93,Wallet,3,4.0,510.51
UBER0382,2024-01-01,11:10,Rohini,Saket,12.89,Cash,2,4.8,211.29
UBER0383,2024-04-11,05:09,IGI Airport,Saket,16.97,Cash,4,4.0,317.32
UBER0384,2025-06-23,17:51,Connaught Place,Karol Bagh,5.76,Wallet,2,3.6,89.71
UBER0385,2025-06-28,19:42,Karol Bagh,Vasant Kunj,3.7,Card,3,3.5,71.37
UBER0386,2025-03-09,16:29,Lajpat Nagar,Okhla,23.64,Cash,1,3.9,
UBER0387,2025-08-05,16:26,Rohini,Vasant Kunj,1.52,Cash,1,3.6,24.78
UBER0388,2024-12-01,22:52,Hauz Khas,Indraprastha,10.97,Wallet,4,4.7,184.51
UBER0389,2024-10-23,09:17,Rajouri Garden,Lajpat Nagar,20.67,Card,1,3.2,261.54
UBER0390,2025-06-11,10:26,Vasant Kunj,Rohini,23.11,Cash,3,4.4,413.38
UBER0391,2025-08-18,08:02,Hauz Khas,Gurugram Cyber City,16.52,Card,3,4.9,246.45
UBER0392,2025-04-16,23:27,Pitampura,Pitampura,13.54,Card,2,3.4,223.58
UBER0393,2025-12-28,12:58,Vasant Kunj,Hauz Khas,8.51,Card,2,3.3,140.11
UBER0394,2025-01-19,10:26,Noida Sector 15,Hauz Khas,16.59,Card,2,4.8,312.41
UBER0395,2025-10-26,00:58,Janakpuri,Greater Kailash,13.44,Cash,3,3.2,176.79
UBER0396,2024-07-26,11:38,IGI Airport,Rohini,27.25,Card,2,4.3,337.19
UBER0397,2024-07-14,03:48,Greater Kailash,Dwarka,23.58,Wallet,1,3.6,444.6
UBER0398,2025-01-29,06:31,Chandni Chowk,Vasant Kunj,3.22,Wallet,1,3.2,60.23
UBER0399,2024-01-31,00:41,Karol Bagh,Saket,6.52,Wallet,4,5.0,125.64
UBER0400,2024-09-15,06:35,Vasant Kunj,Greater Kailash,28.04,Cash,1,3.6,525.79
UBER0401,2024-03-14,14:59,Janakpuri,Noida Sector 15,19.76,Cash,2,4.2,253.55
UBER0402,2025-10-08,22:38,Chandni Chowk,Rohini,7.42,Card,3,4.8,115.66
UBER0403,2024-01-16,21:39,Janakpuri,Kalkaji,15.92,Cash,4,3.7,220.03
UBER0404,2024-09-11,06:28,Dwarka,Rohini,9.87,Card,2,4.0,128.01
UBER0405,2024-10-23,01:43,IGI Airport,Connaught Place,19.44,Card,1,3.8,244.21
UBER0406,2024-07-24,17:36,Chandni Chowk,Karol Bagh,4.15,Wallet,4,3.4,63.41
UBER0407,2024-09-11,07:43,Gurugram Cyber City,Connaught Place,9.93,Wallet,3,4.4,172.71
UBER0408,2024-07-16,01:13,Karol Bagh,Indraprastha,15.83,Card,3,4.1,234.29
UBER0409,2025-03-01,15:16,IGI Airport,Dwarka,13.95,Card,4,4.7,207.81
UBER0410,2024-03-14,15:43,Dwarka,IGI Airport,12.83,Cash,3,3.6,159.02
UBER0411,2025-08-12,19:29,Pitampura,Rajouri Garden,1.76,Card,2,3.4,25.4
UBER0412,2025-12-01,11:58,IGI Airport,Dwarka,29.09,Wallet,3,4.3,389.53
UBER0413,2025-12-08,16:10,Rohini,Kalkaji,22.05,Cash,1,4.8,336.99
UBER0414,2024-12-30,12:37,Indraprastha,Indraprastha,18.94,Cash,3,4.9,325.31
UBER0415,2024-02-05,14:01,Rohini,Chandni Chowk,22.87,Card,1,4.1,305.52
UBER0416,2025-03-19,21:27,Kalkaji,Gurugram Cyber City,14.43,Wallet,1,3.9,214.15
UBER0417,2025-05-05,09:30,Lajpat Nagar,Saket,5.9,Card,2,4.0,83.5
UBER0418,2024-10-16,09:55,Saket,Rohini,10.49,Card,1,3.0,164.6
UBER0419,2024-08-12,18:07,Lajpat Nagar,Greater Kailash,20.76,Cash,1,3.8,328.75
UBER0420,2025-11-26,13:08,Vasant Kunj,Greater Kailash,1.06,Cash,4,4.0,18.04
UBER0421,2024-01-08,13:31,Rohini,Okhla,10.93,Cash,1,4.1,174.77
UBER0422,2025-03-16,09:10,Dwarka,Chandni Chowk,21.36,Wallet,2,4.8,418.87
UBER0423,2025-08-27,18:39,Rajouri Garden,Hauz Khas,12.15,Cash,1,3.9,180.52
UBER0424,2025-06-14,20:07,Lajpat Nagar,Hauz Khas,24.42,Card,1,3.2,440.01
UBER0425,2025-07-27,02:37,Mayur Vihar,Janakpuri,21.76,Cash,4,5.0,375.16
UBER0426,2024-10-18,14:13,Greater Kailash,Noida Sector 15,3.64,Wallet,4,3.4,47.74
UBER0427,2024-05-11,07:41,Chandni Chowk,Pitampura,6.1,Card,3,3.3,90.44
UBER0428,2024-04-09,09:49,Lajpat Nagar,Lajpat Nagar,18.58,Wallet,1,4.6,312.29
UBER0429,2024-10-29,02:15,Chandni Chowk,Rohini,13.6,Cash,2,4.3,194.82
UBER0430,2024-02-10,14:47,Greater Kailash,Noida Sector 15,26.38,Card,1,4.7,511.24
UBER0431,2024-10-31,21:39,Indraprastha,Dwarka,18.3,Cash,4,4.4,252.2
UBER0432,2025-01-11,17:10,IGI Airport,Hauz Khas,20.41,Wallet,3,4.9,335.79
UBER0433,2024-05-26,07:34,Dwarka,Indraprastha,12.92,Wallet,2,4.2,
UBER0434,2024-02-09,08:04,Gurugram Cyber City,IGI Airport,26.78,Card,1,4.2,346.44
UBER0435,2024-07-08,13:05,Rohini,Greater Kailash,20.96,Wallet,2,3.2,359.87
UBER0436,2024-10-10,03:42,Connaught Place,Dwarka,22.21,Wallet,1,3.0,311.43
UBER0437,2025-03-01,08:55,Saket,Pitampura,7.88,Wallet,4,3.3,133.56
UBER0438,2025-10-31,13:49,Lajpat Nagar,Connaught Place,24.42,Wallet,2,4.4,301.49
UBER0439,2024-04-14,18:06,Janakpuri,IGI Airport,15.15,Wallet,3,4.6,186.71
UBER0440,2024-05-29,18:16,Dwarka,Dwarka,14.36,Cash,1,3.9,174.7
UBER0441,2025-07-23,02:46,Rohini,Janakpuri,7.37,Wallet,1,3.1,130.28
UBER0442,2024-06-08,21:59,Chandni Chowk,Hauz Khas,28.03,Cash,1,3.5,401.29
UBER0443,2024-01-24,12:16,Okhla,Vasant Kunj,15.81,Cash,3,3.3,235.26
UBER0444,2025-04-12,22:46,Rohini,Okhla,2.68,Cash,4,4.6,35.21
UBER0445,2025-08-20,13:55,Gurugram Cyber City,Dwarka,4.97,Cash,1,4.7,81.78
UBER0446,2025-10-01,14:19,Rohini,Gurugram Cyber City,21.65,Wallet,1,3.6,385.51
UBER0447,2025-05-16,04:10,IGI Airport,Indraprastha,24.95,Cash,3,4.8,369.31
UBER0448,2025-07-03,08:57,Pitampura,Saket,12.39,Wallet,4,5.0,229.27
UBER0449,2024-12-05,07:08,Pitampura,Rajouri Garden,27.56,Wallet,4,3.9,543.14
UBER0450,2025-10-24,07:15,Hauz Khas,Greater Kailash,28.62,Card,1,5.0,471.99
UBER0451,2025-10-04,03:07,Greater Kailash,Rohini,27.09,Card,4,4.0,390.52
UBER0452,2025-02-13,15:14,Janakpuri,Connaught Place,7.0,Cash,3,3.2,118.82
UBER0453,2025-09-28,22:36,Mayur Vihar,Chandni Chowk,6.46,Wallet,1,5.0,90.31
UBER0454,2024-01-11,06:45,Chandni Chowk,Janakpuri,25.02,Cash,4,3.1,444.05
UBER0455,2025-04-14,12:52,Mayur Vihar,Chandni Chowk,16.06,Wallet,3,4.3,302.89
UBER0456,2024-01-08,00:15,Indraprastha,Indraprastha,21.34,Wallet,3,3.9,383.8
UBER0457,2025-08-22,18:10,Greater Kailash,Gurugram Cyber City,25.21,Card,3,5.0,319.55
UBER0458,2024-10-27,00:30,Indraprastha,Vasant Kunj,28.83,Card,1,4.9,475.17
UBER0459,2025-08-31,20:58,Rajouri Garden,Janakpuri,10.08,Card,3,3.3,121.79
UBER0460,2024-02-10,08:37,Mayur Vihar,Noida Sector 15,3.68,Card,4,3.4,50.54
UBER0461,2025-12-22,02:04,Vasant Kunj,Connaught Place,1.88,Wallet,3,3.2,35.71
UBER0462,2025-04-13,13:44,Indraprastha,Mayur Vihar,23.77,Card,4,4.1,352.23
UBER0463,2025-10-05,07:50,Lajpat Nagar,Indraprastha,16.1,Cash,2,,262.77
UBER0464,2024-10-22,01:23,Chandni Chowk,Kalkaji,3.76,Wallet,2,3.9,69.03
UBER0465,2025-10-05,05:28,Okhla,Vasant Kunj,21.26,Cash,2,3.4,334.64
UBER0466,2024-10-05,08:57,Rajouri Garden,Gurugram Cyber City,7.87,Wallet,3,4.4,143.05
UBER0467,2024-04-17,18:03,Hauz Khas,IGI Airport,19.58,Card,2,4.1,280.64
UBER0468,2025-11-12,00:54,IGI Airport,Chandni Chowk,1.8,Cash,4,3.5,33.62
UBER0469,2024-09-05,19:14,Connaught Place,Noida Sector 15,1.3,Wallet,1,3.5,17.01
UBER0470,2024-12-31,16:32,Lajpat Nagar,Okhla,22.25,Card,4,3.4,333.21
UBER0471,2024-01-03,15:44,Lajpat Nagar,Kalkaji,24.79,Cash,1,3.0,375.22
UBER0472,2025-04-20,09:42,Mayur Vihar,Karol Bagh,7.21,Card,1,4.9,133.46
UBER0473,2024-03-11,06:58,Greater Kailash,IGI Airport,17.36,Card,2,4.2,208.46
UBER0474,2024-10-22,09:45,Rohini,Rohini,16.54,Card,4,4.4,284.67
UBER0475,2025-11-20,15:33,Mayur Vihar,IGI Airport,12.41,Wallet,1,3.3,239.43
UBER0476,2025-07-04,13:13,Okhla,Karol Bagh,27.67,Card,3,4.5,517.62
UBER0477,2024-12-28,04:51,Gurugram Cyber City,Greater Kailash,9.6,Card,4,3.2,156.09
UBER0478,2025-10-24,20:37,Noida Sector 15,Gurugram Cyber City,2.98,Cash,3,4.1,38.82
UBER0479,2025-01-22,19:27,IGI Airport,Connaught Place,20.21,Wallet,3,4.5,379.48
UBER0480,2024-09-09,12:49,Indraprastha,Pitampura,2.89,Card,2,3.9,55.14
UBER0481,2024-05-09,04:37,Vasant Kunj,Janakpuri,4.46,Wallet,3,4.1,75.45
UBER0482,2024-03-25,06:02,,Greater Kailash,27.72,Card,2,3.5,491.52
UBER0483,2025-11-15,04:51,IGI Airport,Dwarka,12.94,Wallet,1,4.2,222.36
UBER0484,2025-09-14,21:39,,Karol Bagh,4.31,Cash,4,4.3,79.0
UBER0485,2024-02-03,18:55,IGI Airport,Karol Bagh,19.75,Cash,1,4.8,392.05
UBER0486,2024-09-19,02:16,Okhla,Hauz Khas,24.88,Wallet,2,3.1,338.44
UBER0487,2024-08-07,00:39,,Okhla,15.27,Cash,2,4.3,201.52
UBER0488,2024-07-20,08:02,Greater Kailash,Rohini,11.81,Wallet,4,3.5,155.42
UBER0489,2024-03-25,05:01,Rohini,Pitampura,28.47,Cash,2,4.9,493.88
UBER0490,2024-10-10,00:46,Lajpat Nagar,Gurugram Cyber City,14.03,Wallet,3,3.2,227.75
UBER0491,2024-04-26,11:45,Kalkaji,Gurugram Cyber City,19.36,Wallet,1,3.5,362.61
UBER0492,2024-05-11,16:30,Vasant Kunj,Pitampura,12.58,Wallet,3,4.2,
UBER0493,2025-10-20,18:05,Mayur Vihar,Rohini,15.85,Card,4,3.9,303.42
UBER0494,2024-04-21,23:53,Connaught Place,Janakpuri,12.92,Card,2,4.3,257.67
UBER0495,2024-09-30,08:36,Noida Sector 15,Janakpuri,25.91,Cash,4,4.8,406.94
UBER0496,2025-01-07,10:36,Indraprastha,Dwarka,29.84,Card,4,4.6,388.82
UBER0497,2024-06-16,10:24,Noida Sector 15,Okhla,19.03,Wallet,4,4.6,235.19
UBER0498,2024-09-18,05:43,Indraprastha,Janakpuri,11.14,Card,2,3.3,145.6
UBER0499,2025-01-24,13:07,Dwarka,Rajouri Garden,9.82,Card,2,3.6,141.84
UBER0500,2024-07-10,18:16,,Lajpat Nagar,21.92,Card,3,3.9,305.12
UBER0501,2025-12-11,16:08,Mayur Vihar,Greater Kailash,9.89,Cash,3,,197.11
UBER0502,2025-04-02,13:31,Greater Kailash,Rohini,27.32,Wallet,3,3.1,500.24
UBER0503,2024-06-03,18:05,Hauz Khas,Noida Sector 15,28.69,Wallet,3,4.1,346.92
UBER0504,2024-07-06,13:36,Karol Bagh,Rohini,13.97,Wallet,3,4.4,170.61
UBER0505,2024-03-16,08:56,IGI Airport,Connaught Place,12.75,Cahs,2,4.7,249.21
UBER0506,2024-08-13,10:01,Lajpat Nagar,Noida Sector 15,1.88,Card,1,3.3,27.58
UBER0507,2024-08-15,05:39,Janakpuri,Vasant Kunj,20.18,Card,4,4.0,310.16
UBER0508,2024-04-05,19:16,Mayur Vihar,Rohini,7.44,Cash,4,5.0,115.96
UBER0509,2025-09-24,18:44,Chandni Chowk,Dwarka,2.79,Wallet,2,4.6,45.41
UBER0510,2025-04-15,12:09,Okhla,Noida Sector 15,28.56,Wallet,3,5.0,511.05
UBER0511,2025-01-19,10:13,Janakpuri,Dwarka,21.03,Wallet,3,4.6,293.43
UBER0512,2024-12-19,07:36,Karol Bagh,Pitampura,11.42,Cahs,1,3.8,139.67
UBER0513,2025-12-01,12:31,IGI Airport,Gurugram Cyber City,9.6,Card,2,3.7,127.33
UBER0514,2024-12-22,05:39,Mayur Vihar,IGI Airport,5.73,Card,3,4.6,102.79
UBER0515,2024-03-04,08:51,Kalkaji,Vasant Kunj,27.67,Wallet,1,3.5,385.9
UBER0516,2024-11-20,00:39,Kalkaji,Hauz Khas,2.95,Cash,1,,43.47
UBER0517,2024-03-24,08:24,Saket,Rohini,18.27,Cash,2,3.4,352.68
UBER0518,2025-01-24,02:24,Mayur Vihar,Kalkaji,21.69,Card,2,3.8,360.22
UBER0519,2025-03-01,20:57,Mayur Vihar,Kalkaji,17.55,Cash,4,4.6,302.43
UBER0520,2025-01-19,22:07,Vasant Kunj,Noida Sector 15,19.52,Cash,3,3.2,349.15
UBER0521,2025-04-11,15:38,Vasant Kunj,Kalkaji,3.89,Wallet,2,4.3,48.77
UBER0522,2025-03-13,12:05,,Hauz Khas,24.21,Card,2,3.3,380.94
UBER0523,2025-01-10,14:34,,Lajpat Nagar,1.22,Cash,1,3.8,15.28
UBER0524,2024-07-01,23:36,Rohini,Rajouri Garden,26.16,Cash,4,3.3,346.78
UBER0525,2025-11-01,15:32,Saket,Indraprastha,11.09,Cash,3,4.0,164.96
UBER0526,2024-01-27,13:34,Mayur Vihar,Hauz Khas,4.35,Cash,4,3.5,56.69
UBER0527,2024-02-26,07:35,Mayur Vihar,Saket,8.79,Wallet,1,4.7,161.46
UBER0528,2024-03-23,14:04,Greater Kailash,Rajouri Garden,6.09,Cash,4,4.7,91.97
UBER0529,2024-07-12,20:36,Vasant Kunj,Janakpuri,9.31,Cash,4,3.7,167.53
UBER0530,2024-01-04,13:38,Rajouri Garden,Lajpat Nagar,26.88,Cash,2,4.4,440.42
UBER0531,2025-07-15,18:45,Pitampura,Noida Sector 15,13.41,Cash,2,4.3,179.97
UBER0532,2025-11-15,13:59,Vasant Kunj,Rajouri Garden,6.3,Cash,4,3.3,101.48
UBER0533,2025-08-21,04:29,Janakpuri,Mayur Vihar,17.81,Card,3,4.4,243.05
UBER0534,2024-05-31,00:49,Karol Bagh,Rajouri Garden,15.57,Wallet,3,3.8,209.96
UBER0535,2024-07-05,12:01,Gurugram Cyber City,Pitampura,3.72,Cash,3,4.6,63.55
UBER0536,2024-11-13,11:59,Karol Bagh,Rohini,13.86,Card,3,4.3,196.21
UBER0537,2025-09-20,16:26,Karol Bagh,Connaught Place,13.12,Card,3,4.6,251.54
UBER0538,2025-09-09,22:47,Janakpuri,Saket,21.76,Wallet,4,4.1,
UBER0539,2024-04-01,10:54,Connaught Place,Greater Kailash,24.11,Card,2,4.8,386.8
UBER0540,2024-05-02,17:28,Hauz Khas,Connaught Place,29.07,Card,3,4.1,456.74
UBER0541,2025-06-12,09:00,Vasant Kunj,Okhla,23.33,Wallet,1,3.8,395.83
UBER0542,2025-12-17,11:56,Saket,Indraprastha,15.35,Card,2,4.0,241.45
UBER0543,2024-09-11,16:46,IGI Airport,Mayur Vihar,5.93,Wallet,2,4.1,71.59
UBER0544,2024-01-11,16:26,Gurugram Cyber City,Rajouri Garden,17.62,Card,2,4.2,
UBER0545,2024-05-24,03:20,Mayur Vihar,Pitampura,23.12,Wallet,4,3.1,324.39
UBER0546,2024-02-19,12:01,Saket,Greater Kailash,28.54,Cash,3,4.4,396.24
UBER0547,2024-11-17,00:58,Connaught Place,Noida Sector 15,24.86,Card,1,3.1,421.67
UBER0548,2024-03-30,14:16,,Saket,24.63,Card,4,4.7,366.83
UBER0549,2024-10-12,05:43,Lajpat Nagar,Kalkaji,11.23,Cash,1,3.3,138.37
UBER0550,2024-12-24,06:38,Noida Sector 15,IGI Airport,22.84,Card,1,4.9,
UBER0551,2025-11-27,22:48,Connaught Place,Greater Kailash,20.98,Wallet,1,3.6,368.1
UBER0552,2024-05-04,18:13,Mayur Vihar,Kalkaji,7.21,Cash,3,4.5,92.4
UBER0553,2024-10-18,12:34,Okhla,Chandni Chowk,17.23,Cash,3,4.9,223.69
UBER0554,2025-02-12,20:54,Vasant Kunj,Gurugram Cyber City,7.25,Wallet,2,3.4,110.23
UBER0555,2024-08-14,13:00,Lajpat Nagar,Noida Sector 15,26.3,Walet,2,4.8,399.16
UBER0556,2025-01-21,05:10,Saket,IGI Airport,3.86,Cash,3,3.7,50.75
UBER0557,2024-04-18,00:59,Gurugram Cyber City,Lajpat Nagar,14.73,Wallet,1,3.9,202.9
